Postcode - Incident,Offence count,Coordinates,Latitude,Longitude
5155,705.0,"(-35.00540858, 138.76148816)",-35.00540858,138.76148816
5156,186.0,"(-35.021875025, 138.6743999)",-35.021875025,138.6743999
5157,774.0,"(-35.15359848333333, 138.681671175)",-35.15359848333333,138.681671175
5158,10402.0,"(-35.0721128, 138.5304537440994)",-35.0721128,138.5304537440994
5159,10792.0,"(-35.0517302, 138.5885796)",-35.0517302,138.5885796
5160,2788.0,"(-35.115388775, 138.49973649375)",-35.115388775,138.49973649375
5161,8445.0,"(-35.09685368666667, 138.53061394666668)",-35.09685368666667,138.53061394666668
5162,27479.0,"(-35.12338642032939, 138.51553803973235)",-35.12338642032939,138.51553803973235
5163,13736.0,"(-35.15139003125, 138.5205227)",-35.15139003125,138.5205227
5164,9638.0,"(-35.12939251743075, 138.49636147411653)",-35.12939251743075,138.49636147411653
5165,9628.0,"(-35.13664966269712, 138.47765436334964)",-35.13664966269712,138.47765436334964
5166,1832.0,"(-35.02703075, 138.56829325)",-35.02703075,138.56829325
5167,4378.0,"(-35.14635019902912, 138.47836230873787)",-35.14635019902912,138.47836230873787
5168,16186.0,"(-35.153814738596495, 138.49574075438596)",-35.153814738596495,138.49574075438596
5169,14056.0,"(-35.194048154782614, 138.48211759652173)",-35.194048154782614,138.48211759652173
5170,577.0,"(-35.2287818, 138.477912)",-35.2287818,138.477912
5171,2668.0,"(-35.2068147590909, 138.55235745)",-35.2068147590909,138.55235745
5172,1622.0,"(-35.275785844, 138.57733868399998)",-35.275785844,138.57733868399998
5173,9475.0,"(-35.27098903333333, 138.47292635438598)",-35.27098903333333,138.47292635438598
5174,1372.0,"(-35.331391151724134, 138.45576593448277)",-35.331391151724134,138.45576593448277
5201,589.0,"(-35.19805224545454, 138.7518299181818)",-35.19805224545454,138.7518299181818
5202,489.0,"(-35.3933513, 138.46946473333333)",-35.3933513,138.46946473333333
5203,583.0,"(-35.502921425, 138.3694094375)",-35.502921425,138.3694094375
5204,1597.0,"(-35.523641035714284, 138.23473972142855)",-35.523641035714284,138.23473972142855
5210,715.0,"(-35.34565549285714, 138.62742632142857)",-35.34565549285714,138.62742632142857
5211,7781.0,"(-35.53230935180723, 138.59919866024097)",-35.53230935180723,138.59919866024097
5212,1053.0,"(-35.52724928, 138.68452712)",-35.52724928,138.68452712
5213,773.0,"(-35.4839755, 138.7084961)",-35.4839755,138.7084961
5214,4880.0,"(-35.50233124347826, 138.79061791304346)",-35.50233124347826,138.79061791304346
5220,102.0,"(-35.7837925, 137.2565083)",-35.7837925,137.2565083
5221,110.0,"(-35.78126475, 137.763907775)",-35.78126475,137.763907775
5222,281.0,"(-35.783700911764704, 137.92311842941177)",-35.783700911764704,137.92311842941177
5223,1567.0,"(-35.71384021111111, 137.46378890972224)",-35.71384021111111,137.46378890972224
5231,370.0,"(-34.80107775, 138.83856415)",-34.80107775,138.83856415
5232,163.0,"(-34.67999065, 138.895813675)",-34.67999065,138.895813675
5233,396.0,"(-34.82069968333333, 138.89182578333333)",-34.82069968333333,138.89182578333333
5234,562.0,"(-34.8185158, 138.959830725)",-34.8185158,138.959830725
5235,667.0,"(-34.728508264285715, 139.06058104285714)",-34.728508264285715,139.06058104285714
5236,139.0,"(-34.8215166, 139.0665391)",-34.8215166,139.0665391
5237,138.0,"(-34.8249996, 139.19096934)",-34.8249996,139.19096934
5238,2455.0,"(-34.847225009375, 139.45854543125)",-34.847225009375,139.45854543125
5240,98.0,"(-34.928212, 138.8292735)",-34.928212,138.8292735
5241,671.0,"(-34.9056759, 138.8720486375)",-34.9056759,138.8720486375
5242,432.0,"(-34.98937058, 138.82249934)",-34.98937058,138.82249934
5243,237.0,"(-34.99174295, 138.85232115)",-34.99174295,138.85232115
5244,1005.0,"(-34.93366395625, 138.913296925)",-34.93366395625,138.913296925
5245,1084.0,"(-35.03003650833333, 138.8082719916667)",-35.03003650833333,138.8082719916667
5250,1047.0,"(-35.05248498666667, 138.85176387333334)",-35.05248498666667,138.85176387333334
5251,9525.0,"(-35.07494212692308, 138.86846753461538)",-35.07494212692308,138.86846753461538
5252,1477.0,"(-35.03654819259259, 138.9232128148148)",-35.03654819259259,138.9232128148148
5253,23296.0,"(-35.120235928571425, 139.30919332)",-35.120235928571425,139.30919332
5254,1080.0,"(-35.06997142631579, 139.19851465789472)",-35.06997142631579,139.19851465789472
5255,3416.0,"(-35.271583595652174, 138.95672048695653)",-35.271583595652174,138.95672048695653
5256,633.0,"(-35.42348526666667, 138.97619285)",-35.42348526666667,138.97619285
5259,419.0,"(-35.39586320769231, 139.36362311538463)",-35.39586320769231,139.36362311538463
5260,2036.0,"(-35.2690585, 139.47951242857144)",-35.2690585,139.47951242857144
5261,130.0,"(-35.55270082, 139.73535497999998)",-35.55270082,139.73535497999998
5262,109.0,"(-36.82902425, 140.918746625)",-36.82902425,140.918746625
5263,42.0,"(-37.29423076666667, 140.83588593333332)",-37.29423076666667,140.83588593333332
5264,812.0,"(-35.78852835714286, 139.44170225714285)",-35.78852835714286,139.44170225714285
5265,303.0,"(-35.710498828571424, 139.82744667142856)",-35.710498828571424,139.82744667142856
5266,252.0,"(-36.03311755, 139.8969025)",-36.03311755,139.8969025
5267,937.0,"(-36.1105859, 140.39519869)",-36.1105859,140.39519869
5268,1756.0,"(-36.34258175, 140.75833834000002)",-36.34258175,140.75833834000002
5269,107.0,"(-36.3786472, 140.905179675)",-36.3786472,140.905179675
5270,122.0,"(-36.38258283333333, 140.53912151666668)",-36.38258283333333,140.53912151666668
5271,3366.0,"(-36.93920237083333, 140.704541325)",-36.93920237083333,140.704541325
5272,265.0,"(-37.08113897142857, 140.3257082)",-37.08113897142857,140.3257082
5273,12.0,"(-36.9417631, 140.230672)",-36.9417631,140.230672
5275,888.0,"(-36.831687225, 139.87378667916667)",-36.831687225,139.87378667916667
5276,718.0,"(-37.17255410882353, 139.7847801264706)",-37.17255410882353,139.7847801264706
5277,1199.0,"(-37.40341425454545, 140.8207856909091)",-37.40341425454545,140.8207856909091
5278,189.0,"(-37.54361398, 140.72168734000002)",-37.54361398,140.72168734000002
5279,231.0,"(-37.517696725, 140.5295986625)",-37.517696725,140.5295986625
5280,3802.0,"(-37.552366236585364, 140.28706834146342)",-37.552366236585364,140.28706834146342
5290,23181.0,"(-37.83861039727891, 140.7925725068027)",-37.83861039727891,140.7925725068027
5291,2606.0,"(-37.85037956049383, 140.76457295555556)",-37.85037956049383,140.76457295555556
5301,186.0,"(-35.39566038181818, 140.060375)",-35.39566038181818,140.060375
5302,352.0,"(-35.5472803, 140.6575438)",-35.5472803,140.6575438
5303,85.0,"(-35.2973464, 140.6665903)",-35.2973464,140.6665903
5304,358.0,"(-35.1134137, 140.84717728333334)",-35.1134137,140.84717728333334
5306,38.0,"(-35.1325562, 139.7307361)",-35.1325562,139.7307361
5307,211.0,"(-35.1334348, 140.039086)",-35.1334348,140.039086
5308,45.0,"(-34.73955208, 139.94757812)",-34.73955208,139.94757812
5309,92.0,"(-34.912870875, 140.14445925)",-34.912870875,140.14445925
5310,32.0,"(-34.7121819, 140.2935516)",-34.7121819,140.2935516
5311,145.0,"(-34.646920230769226, 140.59406316923076)",-34.646920230769226,140.59406316923076
5320,585.0,"(-34.02565895, 139.6396813)",-34.02565895,139.6396813
5321,208.0,"(-34.0593077, 139.76008195)",-34.0593077,139.76008195
5322,418.0,"(-34.159808919999996, 139.91339266)",-34.159808919999996,139.91339266
5330,2227.0,"(-34.17387511944444, 140.05203560277778)",-34.17387511944444,140.05203560277778
5331,143.0,"(-34.2228977, 140.3455236)",-34.2228977,140.3455236
5332,182.0,"(-34.319289319999996, 140.31836782)",-34.319289319999996,140.31836782
5333,3042.0,"(-34.4144026097561, 140.48463516097559)",-34.4144026097561,140.48463516097559
5340,492.0,"(-34.17994231721311, 140.78859982459016)",-34.17994231721311,140.78859982459016
5341,6338.0,"(-34.1824914368, 140.7318120036)",-34.1824914368,140.7318120036
5342,457.0,"(-34.2398241, 140.5422693818182)",-34.2398241,140.5422693818182
5343,6074.0,"(-34.27680648558559, 140.58835122612612)",-34.27680648558559,140.58835122612612
5344,531.0,"(-34.27092888, 140.53676407)",-34.27092888,140.53676407
5345,2353.0,"(-34.2708613375, 140.457757525)",-34.2708613375,140.457757525
5346,149.0,"(-34.24423735, 140.402452)",-34.24423735,140.402452
5350,172.0,"(-34.593775425, 138.832389275)",-34.593775425,138.832389275
5351,1728.0,"(-34.639366796, 138.86350346400002)",-34.639366796,138.86350346400002
5352,1877.0,"(-34.52207221707317, 138.96224222439025)",-34.52207221707317,138.96224222439025
5353,1374.0,"(-34.53617594814815, 139.16827595925926)",-34.53617594814815,139.16827595925926
5354,246.0,"(-34.56350861666667, 139.69111181666668)",-34.56350861666667,139.69111181666668
5355,3753.0,"(-34.47251922222222, 138.98050808444444)",-34.47251922222222,138.98050808444444
5356,380.0,"(-34.38528886666667, 139.21409787777776)",-34.38528886666667,139.21409787777776
5357,486.0,"(-34.36287931666667, 139.70065225)",-34.36287931666667,139.70065225
5360,241.0,"(-34.4547101, 138.9214218)",-34.4547101,138.9214218
5371,569.0,"(-34.5053508875, 138.759229575)",-34.5053508875,138.759229575
5372,670.0,"(-34.4546142, 138.8104039)",-34.4546142,138.8104039
5373,1688.0,"(-34.339927135185185, 138.91576418703704)",-34.339927135185185,138.91576418703704
5374,634.0,"(-34.16690082777778, 139.14909843333334)",-34.16690082777778,139.14909843333334
5381,195.0,"(-33.941015060000005, 139.08719797)",-33.941015060000005,139.08719797
5400,266.0,"(-34.46794752857143, 138.6627633857143)",-34.46794752857143,138.6627633857143
5401,295.0,"(-34.28624446, 138.64665037999998)",-34.28624446,138.64665037999998
5410,109.0,"(-34.35833315, 138.7468581)",-34.35833315,138.7468581
5411,132.0,"(-34.25667273333333, 138.75697696666668)",-34.25667273333333,138.75697696666668
5412,396.0,"(-34.14529673333333, 138.71002873333333)",-34.14529673333333,138.71002873333333
5413,381.0,"(-34.040850946153846, 138.88738696923076)",-34.040850946153846,138.88738696923076
5414,55.0,"(-34.0008973, 138.81767925)",-34.0008973,138.81767925
5415,41.0,"(-33.90935823333333, 138.73713286666668)",-33.90935823333333,138.73713286666668
5416,48.0,"(-33.8264816, 138.8361278)",-33.8264816,138.8361278
5417,764.0,"(-33.55880987142857, 139.37984443809523)",-33.55880987142857,139.37984443809523
5418,78.0,"(-33.47649425, 139.0609674)",-33.47649425,139.0609674
5419,114.0,"(-33.3469443, 138.9615411142857)",-33.3469443,138.9615411142857
5420,33.0,"(-33.21051955, 138.8220228)",-33.21051955,138.8220228
5421,155.0,"(-33.14998045, 139.0111234)",-33.14998045,139.0111234
5422,1383.0,"(-32.939783820833334, 138.87263423958333)",-32.939783820833334,138.87263423958333
5431,168.0,"(-32.62045703888889, 138.6288131611111)",-32.62045703888889,138.6288131611111
5432,19.0,"(-32.21222418181818, 138.69232716363638)",-32.21222418181818,138.69232716363638
5433,621.0,"(-32.33797505, 138.07357892000002)",-32.33797505,138.07357892000002
5434,239.0,"(-31.78228185555556, 138.55849008333334)",-31.78228185555556,138.55849008333334
5440,159.0,"(-32.0863672984375, 140.2181809875)",-32.0863672984375,140.2181809875
5451,180.0,"(-34.0472288, 138.68208963333333)",-34.0472288,138.68208963333333
5452,54.0,"(-33.9732163, 138.648185)",-33.9732163,138.648185
5453,1788.0,"(-33.88015358048781, 138.61330780487805)",-33.88015358048781,138.61330780487805
5454,136.0,"(-33.4922847, 138.6215376)",-33.4922847,138.6215376
5455,14.0,"(-33.7046117, 138.647974)",-33.7046117,138.647974
5460,256.0,"(-34.306572, 138.54795425999998)",-34.306572,138.54795425999998
5461,1128.0,"(-34.086353466666665, 138.38598068)",-34.086353466666665,138.38598068
5462,129.0,"(-33.8450989, 138.4894622)",-33.8450989,138.4894622
5464,157.0,"(-33.701874, 138.47493987777776)",-33.701874,138.47493987777776
5470,51.0,"(-33.5706496, 138.44559915)",-33.5706496,138.44559915
5471,29.0,"(-33.4671992, 138.4422396)",-33.4671992,138.4422396
5472,61.0,"(-33.3623161, 138.3915605)",-33.3623161,138.3915605
5473,239.0,"(-33.27696505, 138.34695795)",-33.27696505,138.34695795
5480,204.0,"(-33.11278323333333, 138.34207873333332)",-33.11278323333333,138.34207873333332
5481,100.0,"(-32.975679175, 138.223685675)",-32.975679175,138.223685675
5482,79.0,"(-32.879367, 138.3510455)",-32.879367,138.3510455
5483,83.0,"(-32.84192425, 138.17822555)",-32.84192425,138.17822555
5485,164.0,"(-32.6503937, 138.0993552)",-32.6503937,138.0993552
5490,42.0,"(-33.14968393333333, 138.45252763333332)",-33.14968393333333,138.45252763333332
5491,466.0,"(-33.22045727272727, 138.59913357272728)",-33.22045727272727,138.59913357272728
5493,45.0,"(-33.0287637, 138.7492113)",-33.0287637,138.7492113
5495,187.0,"(-32.94048788333333, 138.00622526666666)",-32.94048788333333,138.00622526666666
5501,4070.0,"(-34.498771047619044, 138.4045324)",-34.498771047619044,138.4045324
5502,721.0,"(-34.46619464285714, 138.54412901428572)",-34.46619464285714,138.54412901428572
5510,96.0,"(-33.9299968, 138.15933)",-33.9299968,138.15933
5520,401.0,"(-33.786222, 138.17669078)",-33.786222,138.17669078
5521,91.0,"(-33.5387271, 138.2208712)",-33.5387271,138.2208712
5522,548.0,"(-33.6037237, 137.9128166)",-33.6037237,137.9128166
5523,565.0,"(-33.37016577, 138.1462669)",-33.37016577,138.1462669
5540,15077.0,"(-33.187944206666664, 138.02166000999998)",-33.187944206666664,138.02166000999998
5542,1.0,"(-34.7827756, 138.6429577)",-34.7827756,138.6429577
5550,1048.0,"(-34.151620225, 138.20178995)",-34.151620225,138.20178995
5552,230.0,"(-34.0787642625, 137.93757885)",-34.0787642625,137.93757885
5554,3397.0,"(-33.972558836842104, 137.72699803157894)",-33.972558836842104,137.72699803157894
5555,164.0,"(-33.7171446125, 137.99196125)",-33.7171446125,137.99196125
5556,3169.0,"(-33.929962716666665, 137.62669835833333)",-33.929962716666665,137.62669835833333
5558,2492.0,"(-34.07763083181818, 137.6007577590909)",-34.07763083181818,137.6007577590909
5560,215.0,"(-33.90100246666667, 138.0102858333333)",-33.90100246666667,138.0102858333333
5570,227.0,"(-34.24784072, 137.96723232)",-34.24784072,137.96723232
5571,687.0,"(-34.457856553846156, 137.88401348461537)",-34.457856553846156,137.88401348461537
5572,69.0,"(-34.2582911, 137.7556003)",-34.2582911,137.7556003
5573,1419.0,"(-34.427483775, 137.569723835)",-34.427483775,137.569723835
5575,571.0,"(-35.223703020833334, 137.00182581547617)",-35.223703020833334,137.00182581547617
5576,230.0,"(-35.10068415714286, 137.5351229057143)",-35.10068415714286,137.5351229057143
5577,174.0,"(-35.0221121625, 137.2386610375)",-35.0221121625,137.2386610375
5580,67.0,"(-34.68581773333333, 137.76750176666667)",-34.68581773333333,137.76750176666667
5581,182.0,"(-34.920630700000004, 138.60396883837132)",-34.920630700000004,138.60396883837132
5582,249.0,"(-34.91054965, 137.79541775)",-34.91054965,137.79541775
5583,331.0,"(-35.086390125, 137.730621025)",-35.086390125,137.730621025
5600,6270.0,"(-33.03572972307692, 137.57191926153845)",-33.03572972307692,137.57191926153845
5601,315.0,"(-32.9599028, 137.6973873)",-32.9599028,137.6973873
5602,500.0,"(-33.5875322625, 136.9068156375)",-33.5875322625,136.9068156375
5603,86.0,"(-33.89387185, 136.267255875)",-33.89387185,136.267255875
5604,78.0,"(-34.0830403, 136.2982573)",-34.0830403,136.2982573
5605,357.0,"(-34.35577633571429, 136.10009072857144)",-34.35577633571429,136.10009072857144
5606,20007.0,"(-34.72299758759399, 135.85929612218047)",-34.72299758759399,135.85929612218047
5607,1251.0,"(-34.45796961875, 135.68449575)",-34.45796961875,135.68449575
5608,24856.0,"(-33.027807214285716, 137.5352239142857)",-33.027807214285716,137.5352239142857
5609,855.0,"(-33.0737388, 137.46619755454546)",-33.0737388,137.46619755454546
5611,144.0,"(-32.923178255555555, 137.03808866666668)",-32.923178255555555,137.03808866666668
5630,27.0,"(-34.410406, 135.7074893)",-34.410406,135.7074893
5631,210.0,"(-34.25150205, 135.7483105)",-34.25150205,135.7483105
5632,34.0,"(-34.08997885, 135.628405925)",-34.08997885,135.628405925
5633,71.0,"(-33.530356033333334, 135.7997145)",-33.530356033333334,135.7997145
5640,183.0,"(-33.54511622, 136.42284347999998)",-33.54511622,136.42284347999998
5641,238.0,"(-33.051874225, 136.33549609375)",-33.051874225,136.33549609375
5642,34.0,"(-33.5666142, 136.09247286)",-33.5666142,136.09247286
5650,25.0,"(-33.23797135, 135.735313825)",-33.23797135,135.735313825
5651,33.0,"(-33.1334721, 135.5552779)",-33.1334721,135.5552779
5652,178.0,"(-33.03292935, 135.43616375)",-33.03292935,135.43616375
5653,7.0,"(-32.9473101, 135.2748302)",-32.9473101,135.2748302
5654,56.0,"(-32.929577288888886, 135.1332542111111)",-32.929577288888886,135.1332542111111
5655,32.0,"(-32.587016614285716, 134.99468752857143)",-32.587016614285716,134.99468752857143
5660,8.0,"(-32.59827915, 134.5929916)",-32.59827915,134.5929916
5661,48.0,"(-32.38176155, 134.5820259333333)",-32.38176155,134.5820259333333
5670,154.0,"(-33.51272620909091, 135.10774836363638)",-33.51272620909091,135.10774836363638
5671,54.0,"(-33.09852546666667, 134.54912876666668)",-33.09852546666667,134.54912876666668
5680,643.0,"(-32.569100452, 134.27321022)",-32.569100452,134.27321022
5690,9938.0,"(-31.838183855263157, 132.9521599394737)",-31.838183855263157,132.9521599394737
5700,30989.0,"(-32.51403904883721, 137.77145321162791)",-32.51403904883721,137.77145321162791
5701,31.0,"(-31.520604325, 137.4078052)",-31.520604325,137.4078052
5710,1221.0,"(-32.51578036666667, 137.84550183333332)",-32.51578036666667,137.84550183333332
5713,19.0,"(-31.811013421428573, 137.66014534285713)",-31.811013421428573,137.66014534285713
5715,13.0,"(-32.31882794285714, 137.21231844285714)",-32.31882794285714,137.21231844285714
5717,9.0,"(-32.10316541333333, 135.89672550666666)",-32.10316541333333,135.89672550666666
5719,136.0,"(-30.72609668, 135.11384699)",-30.72609668,135.11384699
5720,184.0,"(-30.537170518181817, 136.56991063636363)",-30.537170518181817,136.56991063636363
5722,293.0,"(-30.5100368, 137.1575149)",-30.5100368,137.1575149
5723,6573.0,"(-28.68677222777778, 134.89695833888888)",-28.68677222777778,134.89695833888888
5724,615.0,"(-27.20669093333333, 133.50887146666668)",-27.20669093333333,133.50887146666668
5725,2073.0,"(-30.549660139999997, 136.85293502000002)",-30.549660139999997,136.85293502000002
5730,38.0,"(-30.994825183333333, 138.53129426666666)",-30.994825183333333,138.53129426666666
5731,339.0,"(-29.786518620689655, 138.98407219655172)",-29.786518620689655,138.98407219655172
5732,265.0,"(-30.4965476, 139.03146316875)",-30.4965476,139.03146316875
5733,90.0,"(-28.690189115789472, 138.41117573157894)",-28.690189115789472,138.41117573157894
5734,309.0,"(-26.8695736375, 135.5081481625)",-26.8695736375,135.5081481625
5768,1.0,"(-34.7827756, 138.6429577)",-34.7827756,138.6429577
5790,1.0,"(-34.7827756, 138.6429577)",-34.7827756,138.6429577
5950,2207.0,"(-34.93507675, 138.53034033076923)",-34.93507675,138.53034033076923
5960,92.0,"(-34.7975362, 138.5309967)",-34.7975362,138.5309967
6000,1.0,"(-31.9182751, 115.9817693)",-31.9182751,115.9817693
6020,1.0,"(-31.9182751, 115.9817693)",-31.9182751,115.9817693
6026,3.0,"(-31.9182751, 115.9817693)",-31.9182751,115.9817693
6036,1.0,"(-31.9182751, 115.9817693)",-31.9182751,115.9817693
6055,1.0,"(-31.9182751, 115.9817693)",-31.9182751,115.9817693
6073,1.0,"(-34.7827756, 138.6429577)",-34.7827756,138.6429577
6306,1.0,"(-34.7827756, 138.6429577)",-34.7827756,138.6429577
6330,1.0,"(-34.7827756, 138.6429577)",-34.7827756,138.6429577
6440,1.0,"(-34.7827756, 138.6429577)",-34.7827756,138.6429577
6503,1.0,"(-31.9182751, 115.9817693)",-31.9182751,115.9817693
6566,1.0,"(-31.9182751, 115.9817693)",-31.9182751,115.9817693
7010,2.0,"(-42.8924764, 147.3160643)",-42.8924764,147.3160643
7109,1.0,"(-42.8924764, 147.3160643)",-42.8924764,147.3160643
7140,1.0,"(-42.8924764, 147.3160643)",-42.8924764,147.3160643
7250,1.0,"(-34.7827756, 138.6429577)",-34.7827756,138.6429577
7310,2.0,"(-34.7827756, 138.6429577)",-34.7827756,138.6429577
8506,1.0,"(-34.7827756, 138.6429577)",-34.7827756,138.6429577
870,3.0,"(-34.7827756, 138.6429577)",-34.7827756,138.6429577
872,2883.0,"(-34.7827756, 138.6429577)",-34.7827756,138.6429577
